"","X1","Date.time","Temperature","Precipitation","Relative.Humidity","Cloud.Cover","codedPrecipitation","month","Jan","Feb","Mar","Apr","May","June","July","Aug","Sep","Oct","Nov","Dec"
"1888",1888,2020-03-02,35.1,0,71.02,31.8,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1889",1889,2020-03-03,35.8,0.02,71.16,63.7,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1890",1890,2020-03-04,36.6,0,59.04,31.9,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1891",1891,2020-03-05,38.5,0,65.06,79.8,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1892",1892,2020-03-06,31.9,0,57.27,41.1,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1893",1893,2020-03-07,37.6,0,56.87,31.2,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1894",1894,2020-03-08,50,0,46.14,35.3,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1895",1895,2020-03-09,48.5,0.48,75.76,73,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1896",1896,2020-03-10,38.9,0,67.44,58.1,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1897",1897,2020-03-11,40,0.21,86.4,83.4,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1898",1898,2020-03-12,42.6,0.05,85.51,73.8,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1899",1899,2020-03-13,37.8,0,48.03,31.9,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1900",1900,2020-03-14,32.2,0,61.14,58.3,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1901",1901,2020-03-15,32.1,0,64.23,69,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1902",1902,2020-03-16,34.3,0,74.94,79.3,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1903",1903,2020-03-17,38.1,0,50.61,44.3,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1904",1904,2020-03-18,36.5,0.36,84.41,90,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1905",1905,2020-03-19,41.7,0.8,92.59,96.7,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1906",1906,2020-03-20,34.7,0.62,71.85,91.2,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1907",1907,2020-03-21,28.1,0,57.83,30.2,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1908",1908,2020-03-22,31.2,0,68.07,80.6,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1909",1909,2020-03-23,36.7,0,77.6,88.7,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1910",1910,2020-03-24,41.9,0,76.55,83.9,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1911",1911,2020-03-25,42.9,0.01,80.96,74.5,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1912",1912,2020-03-26,43.1,0.04,87.62,94.7,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1913",1913,2020-03-27,43.1,0.11,81.25,57.6,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1914",1914,2020-03-28,44.3,0.56,91.85,99.2,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1915",1915,2020-03-29,43.1,0.05,84.78,89.3,1,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1916",1916,2020-03-30,46,0,61.04,74.1,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1917",1917,2020-03-31,36.8,0,79.34,92.3,0,"03",0,0,1,0,0,0,0,0,0,0,0,0
"1918",1918,2020-04-01,42.9,0,70.56,77.3,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1919",1919,2020-04-02,49.4,0,61.59,55.9,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1920",1920,2020-04-03,52.2,0.02,64.7,88.8,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1921",1921,2020-04-04,38.9,0.07,65.54,54.5,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1922",1922,2020-04-05,41.4,0,64.21,33.8,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1923",1923,2020-04-06,47.2,0.01,60.3,61.7,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1924",1924,2020-04-07,59.4,0.03,79.57,77.9,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1925",1925,2020-04-08,49.5,0.25,85.9,58.3,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1926",1926,2020-04-09,39.3,0,51.8,40.4,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1927",1927,2020-04-10,39.2,0,49.62,47.6,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1928",1928,2020-04-11,48.1,0.02,57.17,72.4,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1929",1929,2020-04-12,46.5,0.4,88.96,93.5,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1930",1930,2020-04-13,34.4,0.06,60.69,74.2,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1931",1931,2020-04-14,29.8,0,58.25,40.9,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1932",1932,2020-04-15,29.8,0,53.08,69.1,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1933",1933,2020-04-16,34.4,0,44.48,27.3,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1934",1934,2020-04-17,40.3,0,48.75,73.3,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1935",1935,2020-04-18,47.6,0,52.19,20.5,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1936",1936,2020-04-19,50.4,0,42.64,19.5,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1937",1937,2020-04-20,47.3,0.01,55.49,39.4,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1938",1938,2020-04-21,40.6,0,33.91,15.7,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1939",1939,2020-04-22,45.5,0.37,59.04,77.4,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1940",1940,2020-04-23,43.6,0,82.54,99.5,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1941",1941,2020-04-24,44.7,0.04,76.23,87.9,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1942",1942,2020-04-25,47.5,0,66.12,56.5,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1943",1943,2020-04-26,52.6,0,44.45,22.3,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1944",1944,2020-04-27,52.2,0.33,63.06,59.7,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1945",1945,2020-04-28,54.6,0.1,85.29,72.9,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1946",1946,2020-04-29,49.5,0.34,84.67,96,1,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1947",1947,2020-04-30,54.5,0,48.23,16.7,0,"04",0,0,0,1,0,0,0,0,0,0,0,0
"1948",1948,2020-05-01,55,0,53.24,41.2,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1949",1949,2020-05-02,64.9,0,46.8,55.3,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1950",1950,2020-05-03,61.5,0,35.69,22.9,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1951",1951,2020-05-04,45.7,0,61.08,51.5,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1952",1952,2020-05-05,45.5,0,55.77,75.2,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1953",1953,2020-05-06,51,0,51.57,47.7,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1954",1954,2020-05-07,53.9,0,35.45,36.6,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1955",1955,2020-05-08,39.4,0,43.89,21,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1956",1956,2020-05-09,45.5,0,38.07,29.3,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1957",1957,2020-05-10,43.6,0.35,77.02,79.7,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1958",1958,2020-05-11,43.8,0,57.62,59.2,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1959",1959,2020-05-12,47.2,0,46.03,4.4,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1960",1960,2020-05-13,51.7,0.15,49.39,47.6,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1961",1961,2020-05-14,58.2,0.54,90.27,89.4,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1962",1962,2020-05-15,62.8,0.05,69.12,53.1,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1963",1963,2020-05-16,58.1,0,67.51,46.4,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1964",1964,2020-05-17,52.9,1.97,90.93,98.4,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1965",1965,2020-05-18,51.8,0.05,95.28,99,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1966",1966,2020-05-19,54.3,0,88.54,98.7,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1967",1967,2020-05-20,60.7,0,69.36,20.6,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1968",1968,2020-05-21,61.1,0,71.04,85.7,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1969",1969,2020-05-22,61.6,0.01,81.7,77.5,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1970",1970,2020-05-23,62.7,0.76,86.45,64.7,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1971",1971,2020-05-24,70,0,80.88,73.9,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1972",1972,2020-05-25,74.2,0.01,75.95,39.4,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1973",1973,2020-05-26,76.1,0.13,68.12,49.4,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1974",1974,2020-05-27,76.7,0,68.69,47.2,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1975",1975,2020-05-28,67.7,1.43,91.08,79.6,1,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1976",1976,2020-05-29,60.7,0,68.96,40,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1977",1977,2020-05-30,59.2,0,62.26,29.5,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1978",1978,2020-05-31,57.5,0,56.36,25,0,"05",0,0,0,0,1,0,0,0,0,0,0,0
"1979",1979,2020-06-01,66.2,0,60.52,50.3,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1980",1980,2020-06-02,77.5,0.42,65.71,26.6,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1981",1981,2020-06-03,73.8,0.27,70.32,48.1,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1982",1982,2020-06-04,75.2,0,61.79,29.8,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1983",1983,2020-06-05,75.5,0,63.68,40.1,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1984",1984,2020-06-06,68.6,0,53.71,40.8,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1985",1985,2020-06-07,67.3,0,58.77,47.9,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1986",1986,2020-06-08,76.7,0,47.08,22.5,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1987",1987,2020-06-09,74.6,0.65,68.03,51.1,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1988",1988,2020-06-10,68.5,1.31,82.09,71.6,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1989",1989,2020-06-11,67,0,56.63,22.8,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1990",1990,2020-06-12,65.3,0,64.53,29.2,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1991",1991,2020-06-13,57.3,0,52.29,23.8,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1992",1992,2020-06-14,59.3,0,49.88,16.2,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1993",1993,2020-06-15,63.7,0,50.5,41,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1994",1994,2020-06-16,68,0,53.75,6.9,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1995",1995,2020-06-17,73.2,0,57.05,16.5,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1996",1996,2020-06-18,74.6,0,53.71,23.9,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1997",1997,2020-06-19,75.2,0,63.42,38.8,0,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1998",1998,2020-06-20,72.9,0.14,85.83,66.3,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"1999",1999,2020-06-21,72.8,0.03,70.36,40.8,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"2000",2000,2020-06-22,67.2,0.67,88.4,72.4,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"2001",2001,2020-06-23,63.8,0.43,78.69,59.4,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"2002",2002,2020-06-24,64.8,0.05,75.55,60.2,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"2003",2003,2020-06-25,69,0.19,67.35,27.9,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"2004",2004,2020-06-26,70.4,0.97,84.87,47.9,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"2005",2005,2020-06-27,75.5,0.01,74.46,36.5,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"2006",2006,2020-06-28,75.4,0.07,76.54,56.7,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"2007",2007,2020-06-29,74.2,0.25,78.48,48,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"2008",2008,2020-06-30,77.9,0.11,75.79,36.8,1,"06",0,0,0,0,0,1,0,0,0,0,0,0
"2009",2009,2020-07-01,77.6,0.03,67.95,40.2,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2010",2010,2020-07-02,75.7,0.01,69.29,43.2,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2011",2011,2020-07-03,78.3,0,70.88,37.3,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2012",2012,2020-07-04,78.5,0,68.62,25.2,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2013",2013,2020-07-05,79,0,68.9,32,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2014",2014,2020-07-06,80.9,0,68.72,30.4,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2015",2015,2020-07-07,77.9,1.93,75.63,48.4,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2016",2016,2020-07-08,78.6,0,76.41,40.9,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2017",2017,2020-07-09,77.5,1.36,78.76,51.6,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2018",2018,2020-07-10,74.2,0.48,74.45,56.7,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2019",2019,2020-07-11,74.2,0,73.78,36.1,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2020",2020,2020-07-12,72.4,0,70.38,34.6,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2021",2021,2020-07-13,72.5,0,70.46,37.3,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2022",2022,2020-07-14,76.1,0.08,68.85,49.4,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2023",2023,2020-07-15,70.5,1.31,92.93,85.4,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2024",2024,2020-07-16,72.5,0,74.78,59.1,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2025",2025,2020-07-17,77.5,0,71.02,29.4,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2026",2026,2020-07-18,80.4,0.09,79.36,45.9,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2027",2027,2020-07-19,80.1,0,63.2,47.8,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2028",2028,2020-07-20,72.5,0,68.93,42.4,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2029",2029,2020-07-21,71.7,0,78.9,59.1,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2030",2030,2020-07-22,73.1,0,72.57,56.6,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2031",2031,2020-07-23,68,0,78.2,48.9,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2032",2032,2020-07-24,73.9,0,70.06,24.9,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2033",2033,2020-07-25,79.9,0,71.58,40.5,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2034",2034,2020-07-26,81.3,0.84,79.18,40.6,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2035",2035,2020-07-27,75.2,0,71.61,29.2,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2036",2036,2020-07-28,74.9,0,65.27,53.8,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2037",2037,2020-07-29,76,0,67.25,42.3,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2038",2038,2020-07-30,72.3,0,74.96,47.4,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2039",2039,2020-07-31,69.3,0,72.53,49.7,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"2040",2040,2020-08-01,68.7,0,75.68,34.7,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2041",2041,2020-08-02,67.6,0.31,83.43,49.7,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2042",2042,2020-08-03,60.6,0.03,78.69,90.9,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2043",2043,2020-08-04,61.4,0,70.46,26.9,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2044",2044,2020-08-05,64.8,0,71.47,48.5,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2045",2045,2020-08-06,66.6,0,70.67,26.9,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2046",2046,2020-08-07,70.9,0,67.42,30.5,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2047",2047,2020-08-08,77.5,0,66.57,32.5,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2048",2048,2020-08-09,75.3,0.42,83.82,43.1,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2049",2049,2020-08-10,74.3,0.12,90.68,70.7,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2050",2050,2020-08-11,69.6,0,71,17.9,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2051",2051,2020-08-12,69.8,0,68.28,19.7,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2052",2052,2020-08-13,71.2,0,70.44,27,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2053",2053,2020-08-14,73.3,0,67.78,10,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2054",2054,2020-08-15,69,0.1,78.63,48.4,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2055",2055,2020-08-16,69.4,0,70.96,19.3,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2056",2056,2020-08-17,69.8,0.01,67.87,43.5,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2057",2057,2020-08-18,66.6,0,64.78,25.2,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2058",2058,2020-08-19,67.8,0,68.33,9.7,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2059",2059,2020-08-20,72.9,0,60.86,38.2,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2060",2060,2020-08-21,73.2,0,65.17,23.8,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2061",2061,2020-08-22,74.7,0,68.41,45.7,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2062",2062,2020-08-23,76.9,0,72.39,33.7,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2063",2063,2020-08-24,78.5,0,77.26,28.1,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2064",2064,2020-08-25,77.5,0.37,69.73,43.1,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2065",2065,2020-08-26,81.7,0,65.08,5.3,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2066",2066,2020-08-27,80,0.48,69.49,37.7,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2067",2067,2020-08-28,74.6,0.02,80.71,48.7,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2068",2068,2020-08-29,69.2,0,65.52,31.7,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2069",2069,2020-08-30,63.8,0,68.37,27.1,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2070",2070,2020-08-31,65.3,0.01,85.1,38.2,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"2071",2071,2020-09-01,61.1,0.13,78.2,53.8,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2072",2072,2020-09-02,69.2,0.07,70.86,28.8,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2073",2073,2020-09-03,67.6,0,59,18.5,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2074",2074,2020-09-04,62.4,0,61.65,23.2,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2075",2075,2020-09-05,64.5,0,66.2,28.4,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2076",2076,2020-09-06,68,0.38,81.34,66.3,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2077",2077,2020-09-07,62.2,0.01,67.27,53,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2078",2078,2020-09-08,52.1,0.49,89.04,88.2,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2079",2079,2020-09-09,49.1,0.48,96.46,98.2,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2080",2080,2020-09-10,49.9,0.29,96.6,97.3,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2081",2081,2020-09-11,55.5,0.98,91.98,92.8,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2082",2082,2020-09-12,63.1,0.11,95.73,83.8,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2083",2083,2020-09-13,61.1,0,87.32,55.8,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2084",2084,2020-09-14,60.5,0,85.82,58.7,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2085",2085,2020-09-15,67.3,0,71.79,48,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2086",2086,2020-09-16,66.5,0,75.98,49.8,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2087",2087,2020-09-17,57.5,0,71.73,60.1,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2088",2088,2020-09-18,51.9,0.01,69.29,43,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2089",2089,2020-09-19,51.2,0,72.24,11.1,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2090",2090,2020-09-20,56.7,0,62.42,25.4,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2091",2091,2020-09-21,61.4,0,55.33,26,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2092",2092,2020-09-22,65.7,0,68.43,18.3,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2093",2093,2020-09-23,64.1,0,78.68,34.2,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2094",2094,2020-09-24,65.1,0.05,82.2,52.5,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2095",2095,2020-09-25,69,0,65.88,33.9,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2096",2096,2020-09-26,69.4,0,77.5,44.4,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2097",2097,2020-09-27,63.3,0.25,83.45,47.7,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2098",2098,2020-09-28,53.2,0.02,86.32,63.8,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2099",2099,2020-09-29,50.1,0,84.14,54,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2100",2100,2020-09-30,52.4,0.01,74.73,54.7,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"2101",2101,2020-10-01,48.8,0.03,81.18,66.8,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2102",2102,2020-10-02,43.9,0,70.7,64.5,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2103",2103,2020-10-03,45.4,0.02,79.54,76.3,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2104",2104,2020-10-04,41.4,0,79.38,30.8,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2105",2105,2020-10-05,49.4,0,57.73,10.2,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2106",2106,2020-10-06,61.1,0,53.92,27.2,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2107",2107,2020-10-07,59.5,0,60.69,10.2,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2108",2108,2020-10-08,51.8,0,70.34,7.5,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2109",2109,2020-10-09,64.2,0,63.62,42.1,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2110",2110,2020-10-10,64.1,0,62.26,0.1,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2111",2111,2020-10-11,53.3,0,87.57,52.9,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2112",2112,2020-10-12,57.2,0.2,80.17,46,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2113",2113,2020-10-13,52.9,0,53.98,36.3,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2114",2114,2020-10-14,55.3,0,55.84,60.8,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2115",2115,2020-10-15,46.4,0,50.25,48.1,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2116",2116,2020-10-16,41.3,0.02,60.9,45.9,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2117",2117,2020-10-17,48.6,0,49.2,81.6,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2118",2118,2020-10-18,42,0.09,69.33,81,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2119",2119,2020-10-19,32.8,0,68.09,73.4,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2120",2120,2020-10-20,37.9,0.11,81.93,86.9,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2121",2121,2020-10-21,45.8,0.17,78.99,87.9,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2122",2122,2020-10-22,43.3,0.95,97.42,100,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2123",2123,2020-10-23,39.3,1.31,90.91,98.2,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2124",2124,2020-10-24,36.2,0,67.7,95.9,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2125",2125,2020-10-25,32.6,0.01,76.98,99.3,1,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2126",2126,2020-10-26,31.6,0,75.61,91.9,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2127",2127,2020-10-27,33.1,0,58.63,54,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2128",2128,2020-10-28,39.6,0,54.76,35.2,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
"2129",2129,2020-10-29,38.3,0,70.59,86.7,0,"10",0,0,0,0,0,0,0,0,0,1,0,0
